ID	Tweet	Affect Dimension	Intensity Class
2018-Es-06600	Es bonito eso de no dejarse llevar por lo emocional, aplausos. 💪	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-04186	@juanrallo Es abominable que mantenga sus principios en vez de unirse a la masa para mantener la popularidad #ironía	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04741	@JuanamartineezH ¿Será hoy mi día de suerte y me hackearas? #XtiianZechTrendy #JuanPabloJaramillo #CaeliTrendy #KCAMexico	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-00523	AAYYYYYY QUE EMOCIÓN TENGOOOOO NO ME HABÍA SENTIDO TAN NERVIOSA Y FELIZ EN MI VIDA AAAAAAAA 😍😍😍😍	valence	3: se infiere un estado emocional muy positivo
2018-Es-00743	Solo una palabra se hubiera llevado el dolor, con el beso amargo de aquel licor hubiera bastado mi amor... 🎶🎵	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05787	¿Les ha pasado que alguna vez estas buscando tu lápiz y al final lo tienes en tu mano? Algo así pasa con la felicidad.	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-00217	¿A cuántos habrán mandado a la FriendZone hoy?...: me siento pensativo	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-05233	It: Me gustó, pero en mi opinión le faltó algo, nose. Ojalá la hubieran pasado en 3D. En la espera del capítulo dos 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01824	Me voy con esto mucho desconocimiento de muchos en política deben ser más objetivos en sus apreciaciones. La ligereza en la misma es mortal	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06899	@LivSyk Exacto. Te cuento por la tarde que ahorita estoy leyendo algo jajaja y no puedo concentrar mi enojo de la separación bien.	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03852	Mañana es festivo y tengo que madrugar amo mi vida	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03752	@TheActualAldo Pero qué tal entrándole a las Sabritas Flaming Hot. 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01635	@SherKitt 😮 se baña en formol?  no, preséntamelos 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02267	@Nemoapontefan @idolores_ @SAAK @nathcampost @nemoaponte si, es muy divertida me cae superar bien	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-03166	@RobertGarciaP ustedes mismo son los que están matando a su propia gente eso si es lamentable lo que están haciendo	valence	-3: se infiere un estado emocional muy negativo
2018-Es-04055	@eldiarioes Como puede este monaguillo insultar a Carmen ,pedorro no le llegas a las suelas d los zapatos?	valence	-3: se infiere un estado emocional muy negativo
2018-Es-03905	¡Mas cansada,  imposible!	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02773	@_Laura24 Esta bien hableme que yo no soy orgulloso	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06041	Hirviendo de fiebre 😭😭😭	valence	-3: se infiere un estado emocional muy negativo
2018-Es-05954	Puede que le gusten a @Dabeeche 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-04780	Imaginense un mundo sin pastillas anticonceptivas numa que PESADILLA	valence	-3: se infiere un estado emocional muy negativo
2018-Es-06891	Búsqueda implacable de conos😂😂😂	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01811	Por todo me enojo, diosito ayúdame plis	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00258	"Salimos" pone en la foto jajajajajajajajajaja, amo a mi mamá 	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-03959	@iivansalazar Todos los dias te pisan los pies 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-05288	@DanteDelgado Lamentablemente esto es lo que se está visualizando para el 2018.	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00797	Cuando le gustas a una morra linda, femenina y divertida pero extrañas a una culera, medio vato y bien amargada. 💭	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02226	@NQueipul Chamuyatelo! 😉 Debe tener plata! 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-05600	@_Enri2_ Cuentaaaa! No me podré dormir hoy sin saber!! 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-00976	no es justo desde hace mil años llorando cada vez que las veo	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-05421	Je q bueno esto d hacerme la ofendida y tener lo q quiero 👐🏼	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05363	Y todavía me dejan mensaje en en buzón de voz @claroguatemala 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-01691	@ScarletLagunes Autocorrector 🙁 pono pono pono pono💙🙊	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01027	No tengo wifi y quiero ver la peli de death note por netflix pero tengo miedo de quedarme sin credito 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04059	Estoy tan ansiosa con el estreno de Game of Throne que ya me siento una Targaryen.	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03088	Hoy la mala es la policía por defender el orden y el estado de derecho, los señores que han violado la Constitución son santos...#Ironía	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04603	Que lindo desactivar la alarma y dormir hasta cuando yo quiera, asi sí vale arrancar la semana 😄	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-06944	Le dije por su nombre y cerró la cuenta 😆	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05145	@TamezGaby Cada día te ves más hermosa y que hermosa sonrisa tienes saludos desde aquí cerca desde Cozumel bendiciones 😘	valence	3: se infiere un estado emocional muy positivo
2018-Es-05405	@a_pascual_m @ierrejon No tienes ni puta idea de lo que dices, el insulto por joder y porque se os acaba el chollo.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-05856	aquela nostalgia gostosa escutando audioslave	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01041	Lo pintan tan bonito desde Cataluña, que con los años nos iremos haciendo catalanes para dejar de ser españoles... #ironía #AhíLoDejo	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-04633	+ actitud adversa cuando tropezó, le habría agradecido su preocupación.  Ahora bien; era en cierta forma muy divertido entablar una +	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-03818	Neta estoy muy emocionado por el nuevo trabajo loooool a la semana ya me voy a querer salir	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-06167	Me gusta cuando me hablan para ver que se hará en mi cumple 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06798	compartir algo diverido en facebook me hace sentir culpa, sigue siendo normal? 🙁	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-06930	Programación de la Cuarta jornada a realizarse el día de hoy jueves 20 de Julio. Suerte a todos los equipos👏👏👏 @SecryGamer @seba1746	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-06610	@Luladebrackets Rose, la de Titanic 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-00461	@cecimarti79 Siii va a estar tremendo 👌👌veremos que onda hoy, se sabe a que hora es?	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-00768	@TRADEOSREYSA y yo lo tendre hasta el 29 😥	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04252	No hay caso nunca llegó a terminar una peli de terror #Miedo	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04728	Estaba furioso de no tener zapatos; entonces encontré a un hombre que no tenía píes, y me sentí contento de mi mismo	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01383	@JapanEmb_Mexico Por acciones como estas aun queda esperanza en la humanidad 😊	valence	3: se infiere un estado emocional muy positivo
2018-Es-03168	@anaismerrick Yo tengo aun pendiente la temporada anterior... a ver si me pongo 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-00748	Ise muchas cosas por vos que hoy en día no me arrepiento 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05651	@milaaagros2 @BrisaBaier no te conviene, es una pesadilla esta piba jajajaja	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04492	Tengo un corazón terco, tonto, raro, impredecible, temeroso y muchos defectos más; pero que sabe amar como pocos aman	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-02852	maldita pesadilla de mierda	valence	-3: se infiere un estado emocional muy negativo
2018-Es-02146	Hoy anduve re Chinito esto de la resaca jaj 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01594	@Esahoraonunca05 Que horror, lambusio	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-02805	Cosas que hago que al parecer no le molestan a nadie: -Respirar  -Comer -Existir 	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-02095	Esta demasiado orgullosa en verdad🌚	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-05980	No quiero ofender a nadie pero todo esto del ThisCrush y el CuriousCat está para que os regalen la oreja, porque os gusta ser protagonistas.	valence	-1: se infiere un estado emocional ligeramente negativo
2018-Es-04973	@gigif3 Fue gracioso me vio con cara de mierda y ahora que hago	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-05207	@mac1eod te acompaño 😊	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-05440	Que mh wacho 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04009	@naomi1755 ¿¡Hace un año!? Wow... ¡Me sigue sorprendiendo lo genial que lo has pintado, Naomi! ^^	valence	3: se infiere un estado emocional muy positivo
2018-Es-00800	La dicha esta donde la eneuentras, muy rara vez donde la buscan. - J. Petit	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04889	@sweetpear_18 rayos y te hacen ver bien... #irónico	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01738	Qué tristeza mujer, pero ya lo esperaba de su parte.	valence	-3: se infiere un estado emocional muy negativo
2018-Es-05275	Llevo desde las 6 en pie y quería dormir. Pues no podré con la emoción #felicidad❤	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-03099	Tengo el nazo hirviendo, y las manos congeladas	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03590	31 la mejor por lejos, te adoro un monton, nunca me faltes, responde algo lindo o borro el tw 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01664	@_blxrryface Tengo que mirar bien la foto pero el 1mer collar si parece la virgen de Guadalupe 	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01341	#felizdiadelamigo Para todos los que me siguen y en especial a @ADRielsk8M  que la pases genial te mando un abrazo	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-02743	@lifeislali Para mi todos no! No creo que taaaan justo Nicolás la lleve a donde están todos los malos 	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-04366	La cantidad de personas q fueron parte de mi vida y se fueron,pero q contenta estoy de las q tengo ahora,no pido nada más ❣	valence	2: se infiere un estado emocional moderadamente positivo
2018-Es-00692	Mis papás siempre han pensado que hay algo entre Andrés y yo. La verdad me siento ofendida 🤦🏻‍♀️	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-05319	Wow!! Que día el de hoy!!! 😍 muy cansada pero todo quedo genial!! Ahora en casita a descansar	valence	3: se infiere un estado emocional muy positivo
2018-Es-04710	Por que el te grite por algo  no significa que te tengo mas que desagradable con migo 😣😒😒	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03906	La vida no tiene sentido Cuándo le gustas a una morra linda, femenina y divertida pero extrañas a una culera, medio vato y bien amargada. 💭	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03291	"Quédate con la persona que te dé respuestas y no problemas, seguridad y no temor, confianza y no más dudas."	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01771	Una sonrisa puede ocultar mil emociones	valence	1: se infiere un estado emocional ligeramente positivo
2018-Es-01133	me pone re ansiosa estar en el otro tw por que están todos hablando del 21 ojalá estuviera mintiendo	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-03121	@JamesChords « sin frenos.  —Va...vamos, James. Córrete para mí —musita ella con la voz ahogada del cansancio.	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-06312	Por que carajos estoy viendo una pelicula de terror solo 	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-06508	Si alguien me habla no me enojo😜	valence	0: se infiere un estado emocional neutral or mixto
2018-Es-01678	Me hubiese encantado que nada de eso pasara 😐	valence	-2: se infiere un estado emocional moderadamente negativo
2018-Es-00406	Odio irme a dormir sola 😢	valence	-3: se infiere un estado emocional muy negativo
2018-Es-00431	@Camila_Cabello @BrunoMars QUE LINDO TODO ESTOT MUY EMOCIONADA	valence	3: se infiere un estado emocional muy positivo
2018-Es-00214	@MissJuliaOrwell @yosoyene @ociotextual @Stacy_Nguyen_ Creo que entraste por gusto. Sin albur.	valence	0: se infiere un estado emocional neutral or mixto
